Barcode,Dissection
cellid_000123461-1,poa dissection
cellid_000123462-1,poa dissection
cellid_000123465-1,poa dissection
cellid_000123466-1,poa dissection
cellid_000123467-1,poa dissection
cellid_000123469-1,poa dissection
cellid_000123470-1,poa dissection
cellid_000123472-1,poa dissection
cellid_000123476-1,poa dissection
cellid_000123477-1,poa dissection
cellid_000123478-1,poa dissection
cellid_000123479-1,poa dissection
cellid_000123480-1,poa dissection
cellid_000123481-1,poa dissection
cellid_000123484-1,poa dissection
cellid_000123485-1,poa dissection
cellid_000123487-1,poa dissection
cellid_000123491-1,poa dissection
cellid_000123494-1,poa dissection
cellid_000123495-1,poa dissection
cellid_000123497-1,poa dissection
cellid_000123498-1,poa dissection
cellid_000123500-1,poa dissection
cellid_000123501-1,poa dissection
cellid_000123503-1,poa dissection
cellid_000123504-1,poa dissection
cellid_000123505-1,poa dissection
cellid_000123511-1,poa dissection
cellid_000123512-1,poa dissection
cellid_000123513-1,poa dissection
cellid_000123515-1,poa dissection
cellid_000123517-1,poa dissection
cellid_000123518-1,poa dissection
cellid_000123520-1,poa dissection
cellid_000123523-1,poa dissection
cellid_000123524-1,poa dissection
cellid_000123526-1,poa dissection
cellid_000123528-1,poa dissection
cellid_000123529-1,poa dissection
cellid_000123531-1,poa dissection
cellid_000123532-1,poa dissection
cellid_000123534-1,poa dissection
cellid_000123537-1,poa dissection
cellid_000123538-1,poa dissection
cellid_000123539-1,poa dissection
cellid_000123540-1,poa dissection
cellid_000123544-1,poa dissection
cellid_000123546-1,poa dissection
cellid_000123547-1,poa dissection
cellid_000123548-1,poa dissection
cellid_000123549-1,poa dissection
cellid_000123550-1,poa dissection
cellid_000123551-1,poa dissection
cellid_000123552-1,poa dissection
cellid_000123554-1,poa dissection
cellid_000123555-1,poa dissection
cellid_000123556-1,poa dissection
cellid_000123559-1,poa dissection
cellid_000123560-1,poa dissection
cellid_000123561-1,poa dissection
cellid_000123562-1,poa dissection
cellid_000123566-1,poa dissection
cellid_000123567-1,poa dissection
cellid_000123568-1,poa dissection
cellid_000123569-1,poa dissection
cellid_000123570-1,poa dissection
cellid_000123571-1,poa dissection
cellid_000123572-1,poa dissection
cellid_000123573-1,poa dissection
cellid_000123574-1,poa dissection
cellid_000123577-1,poa dissection
cellid_000123578-1,poa dissection
cellid_000123579-1,poa dissection
cellid_000123582-1,poa dissection
cellid_000123583-1,poa dissection
cellid_000123585-1,poa dissection
cellid_000123587-1,poa dissection
cellid_000123588-1,poa dissection
cellid_000123591-1,poa dissection
cellid_000123593-1,poa dissection
cellid_000123595-1,poa dissection
cellid_000123596-1,poa dissection
cellid_000123597-1,poa dissection
cellid_000123600-1,poa dissection
cellid_000123602-1,poa dissection
cellid_000123603-1,poa dissection
cellid_000123604-1,poa dissection
cellid_000123607-1,poa dissection
cellid_000123609-1,poa dissection
cellid_000123620-1,poa dissection
cellid_000123621-1,poa dissection
cellid_000123622-1,poa dissection
cellid_000123624-1,poa dissection
cellid_000123626-1,poa dissection
cellid_000123627-1,poa dissection
cellid_000123628-1,poa dissection
cellid_000123631-1,poa dissection
cellid_000123632-1,poa dissection
cellid_000123636-1,poa dissection
cellid_000123637-1,poa dissection
cellid_000123638-1,poa dissection
cellid_000123639-1,poa dissection
cellid_000123643-1,poa dissection
cellid_000123644-1,poa dissection
cellid_000123650-1,poa dissection
cellid_000123651-1,poa dissection
cellid_000123652-1,poa dissection
cellid_000123655-1,poa dissection
cellid_000123657-1,poa dissection
cellid_000123658-1,poa dissection
cellid_000123659-1,poa dissection
cellid_000123662-1,poa dissection
cellid_000123663-1,poa dissection
cellid_000123664-1,poa dissection
cellid_000123665-1,poa dissection
cellid_000123668-1,poa dissection
cellid_000123670-1,poa dissection
cellid_000123671-1,poa dissection
cellid_000123678-1,poa dissection
cellid_000123680-1,poa dissection
cellid_000123682-1,poa dissection
cellid_000123683-1,poa dissection
cellid_000123684-1,poa dissection
cellid_000123685-1,poa dissection
cellid_000123688-1,poa dissection
cellid_000123690-1,poa dissection
cellid_000123691-1,poa dissection
cellid_000123693-1,poa dissection
cellid_000123694-1,poa dissection
cellid_000123695-1,poa dissection
cellid_000123696-1,poa dissection
cellid_000123697-1,poa dissection
cellid_000123699-1,poa dissection
cellid_000123700-1,poa dissection
cellid_000123702-1,poa dissection
cellid_000123703-1,poa dissection
cellid_000123705-1,poa dissection
cellid_000123706-1,poa dissection
cellid_000123711-1,poa dissection
cellid_000123712-1,poa dissection
cellid_000123713-1,poa dissection
cellid_000123714-1,poa dissection
cellid_000123715-1,poa dissection
cellid_000123717-1,poa dissection
cellid_000123719-1,poa dissection
cellid_000123723-1,poa dissection
cellid_000123725-1,poa dissection
cellid_000123726-1,poa dissection
cellid_000123727-1,poa dissection
cellid_000123730-1,poa dissection
cellid_000123731-1,poa dissection
cellid_000123732-1,poa dissection
cellid_000123733-1,poa dissection
cellid_000123734-1,poa dissection
cellid_000123736-1,poa dissection
cellid_000123739-1,poa dissection
cellid_000123742-1,poa dissection
cellid_000123743-1,poa dissection
cellid_000123744-1,poa dissection
cellid_000123745-1,poa dissection
cellid_000123746-1,poa dissection
cellid_000123747-1,poa dissection
cellid_000123748-1,poa dissection
cellid_000123750-1,poa dissection
cellid_000123756-1,poa dissection
cellid_000123758-1,poa dissection
cellid_000123761-1,poa dissection
cellid_000123766-1,poa dissection
cellid_000123767-1,poa dissection
cellid_000123768-1,poa dissection
cellid_000123769-1,poa dissection
cellid_000123770-1,poa dissection
cellid_000123771-1,poa dissection
cellid_000123772-1,poa dissection
cellid_000123773-1,poa dissection
cellid_000123776-1,poa dissection
cellid_000123777-1,poa dissection
cellid_000123780-1,poa dissection
cellid_000123786-1,poa dissection
cellid_000123787-1,poa dissection
cellid_000123788-1,poa dissection
cellid_000123789-1,poa dissection
cellid_000123790-1,poa dissection
cellid_000123791-1,poa dissection
cellid_000123792-1,poa dissection
cellid_000123793-1,poa dissection
cellid_000123795-1,poa dissection
cellid_000123797-1,poa dissection
cellid_000123798-1,poa dissection
cellid_000123801-1,poa dissection
cellid_000123805-1,poa dissection
cellid_000123806-1,poa dissection
cellid_000123807-1,poa dissection
cellid_000123809-1,poa dissection
cellid_000123810-1,poa dissection
cellid_000123811-1,poa dissection
cellid_000123818-1,poa dissection
cellid_000123820-1,poa dissection
cellid_000123822-1,poa dissection
cellid_000123823-1,poa dissection
cellid_000123824-1,poa dissection
cellid_000123825-1,poa dissection
cellid_000123826-1,poa dissection
cellid_000123828-1,poa dissection
cellid_000123830-1,poa dissection
cellid_000123831-1,poa dissection
cellid_000123832-1,poa dissection
cellid_000123833-1,poa dissection
cellid_000123835-1,poa dissection
cellid_000123836-1,poa dissection
cellid_000123839-1,poa dissection
cellid_000123840-1,poa dissection
cellid_000123845-1,poa dissection
cellid_000123846-1,poa dissection
cellid_000123848-1,poa dissection
cellid_000123849-1,poa dissection
cellid_000123852-1,poa dissection
cellid_000123854-1,poa dissection
cellid_000123855-1,poa dissection
cellid_000123857-1,poa dissection
cellid_000123858-1,poa dissection
cellid_000123859-1,poa dissection
cellid_000123861-1,poa dissection
cellid_000123862-1,poa dissection
cellid_000123863-1,poa dissection
cellid_000123865-1,poa dissection
cellid_000123866-1,poa dissection
cellid_000123867-1,poa dissection
cellid_000123869-1,poa dissection
cellid_000123871-1,poa dissection
cellid_000123872-1,poa dissection
cellid_000123873-1,poa dissection
cellid_000123876-1,poa dissection
cellid_000123877-1,poa dissection
cellid_000123882-1,poa dissection
cellid_000123883-1,poa dissection
cellid_000123884-1,poa dissection
cellid_000123885-1,poa dissection
cellid_000123887-1,poa dissection
cellid_000123888-1,poa dissection
cellid_000123890-1,poa dissection
cellid_000123891-1,poa dissection
cellid_000123893-1,poa dissection
cellid_000123896-1,poa dissection
cellid_000123897-1,poa dissection
cellid_000123900-1,poa dissection
cellid_000123901-1,poa dissection
cellid_000123903-1,poa dissection
cellid_000123904-1,poa dissection
cellid_000123906-1,poa dissection
cellid_000123907-1,poa dissection
cellid_000123909-1,poa dissection
cellid_000123912-1,poa dissection
cellid_000123915-1,poa dissection
cellid_000123916-1,poa dissection
cellid_000123917-1,poa dissection
cellid_000123918-1,poa dissection
cellid_000123919-1,poa dissection
cellid_000123920-1,poa dissection
cellid_000123923-1,poa dissection
cellid_000123924-1,poa dissection
cellid_000123928-1,poa dissection
cellid_000123930-1,poa dissection
cellid_000123931-1,poa dissection
cellid_000123932-1,poa dissection
cellid_000123933-1,poa dissection
cellid_000123934-1,poa dissection
cellid_000123935-1,poa dissection
cellid_000123937-1,poa dissection
cellid_000123938-1,poa dissection
cellid_000123940-1,poa dissection
cellid_000123941-1,poa dissection
cellid_000123943-1,poa dissection
cellid_000123945-1,poa dissection
cellid_000123946-1,poa dissection
cellid_000123948-1,poa dissection
cellid_000123951-1,poa dissection
cellid_000123953-1,poa dissection
cellid_000123954-1,poa dissection
cellid_000123956-1,poa dissection
cellid_000123957-1,poa dissection
cellid_000123959-1,poa dissection
cellid_000123960-1,poa dissection
cellid_000123963-1,poa dissection
cellid_000123964-1,poa dissection
cellid_000123965-1,poa dissection
cellid_000123967-1,poa dissection
cellid_000123968-1,poa dissection
cellid_000123969-1,poa dissection
cellid_000123970-1,poa dissection
cellid_000123973-1,poa dissection
cellid_000123974-1,poa dissection
cellid_000123975-1,poa dissection
cellid_000123976-1,poa dissection
cellid_000123977-1,poa dissection
cellid_000123978-1,poa dissection
cellid_000123982-1,poa dissection
cellid_000123983-1,poa dissection
cellid_000123984-1,poa dissection
cellid_000123985-1,poa dissection
cellid_000123987-1,poa dissection
cellid_000123988-1,poa dissection
cellid_000123990-1,poa dissection
cellid_000123993-1,poa dissection
cellid_000123997-1,poa dissection
cellid_000123999-1,poa dissection
cellid_000124003-1,poa dissection
cellid_000124005-1,poa dissection
cellid_000124006-1,poa dissection
cellid_000124007-1,poa dissection
cellid_000124009-1,poa dissection
cellid_000124010-1,poa dissection
cellid_000124012-1,poa dissection
cellid_000124016-1,poa dissection
cellid_000124017-1,poa dissection
cellid_000124019-1,poa dissection
cellid_000124023-1,poa dissection
cellid_000124024-1,poa dissection
cellid_000124027-1,poa dissection
cellid_000124030-1,poa dissection
cellid_000124031-1,poa dissection
cellid_000124033-1,poa dissection
cellid_000124034-1,poa dissection
cellid_000124039-1,poa dissection
cellid_000124040-1,poa dissection
cellid_000124041-1,poa dissection
cellid_000124043-1,poa dissection
cellid_000124044-1,poa dissection
cellid_000124045-1,poa dissection
cellid_000124047-1,poa dissection
cellid_000124049-1,poa dissection
cellid_000124050-1,poa dissection
cellid_000124051-1,poa dissection
cellid_000124054-1,poa dissection
cellid_000124055-1,poa dissection
cellid_000124056-1,poa dissection
cellid_000124057-1,poa dissection
cellid_000124058-1,poa dissection
cellid_000124059-1,poa dissection
cellid_000124061-1,poa dissection
cellid_000124062-1,poa dissection
cellid_000124064-1,poa dissection
cellid_000124068-1,poa dissection
cellid_000124069-1,poa dissection
cellid_000124070-1,poa dissection
cellid_000124071-1,poa dissection
cellid_000124072-1,poa dissection
cellid_000124073-1,poa dissection
cellid_000124074-1,poa dissection
cellid_000124075-1,poa dissection
cellid_000124076-1,poa dissection
cellid_000124077-1,poa dissection
cellid_000124078-1,poa dissection
cellid_000124081-1,poa dissection
cellid_000124085-1,poa dissection
cellid_000124088-1,poa dissection
cellid_000124089-1,poa dissection
cellid_000124091-1,poa dissection
cellid_000124092-1,poa dissection
cellid_000124093-1,poa dissection
cellid_000124096-1,poa dissection
cellid_000124097-1,poa dissection
cellid_000124102-1,poa dissection
cellid_000124103-1,poa dissection
cellid_000124104-1,poa dissection
cellid_000124105-1,poa dissection
cellid_000124107-1,poa dissection
cellid_000124108-1,poa dissection
cellid_000124110-1,poa dissection
cellid_000124112-1,poa dissection
cellid_000124114-1,poa dissection
cellid_000124115-1,poa dissection
cellid_000124118-1,poa dissection
cellid_000124120-1,poa dissection
cellid_000124122-1,poa dissection
cellid_000124123-1,poa dissection
cellid_000124124-1,poa dissection
cellid_000124126-1,poa dissection
cellid_000124127-1,poa dissection
cellid_000124130-1,poa dissection
cellid_000124132-1,poa dissection
cellid_000124133-1,poa dissection
cellid_000124134-1,poa dissection
cellid_000124137-1,poa dissection
cellid_000124138-1,poa dissection
cellid_000124139-1,poa dissection
cellid_000124141-1,poa dissection
cellid_000124142-1,poa dissection
cellid_000124144-1,poa dissection
cellid_000124150-1,poa dissection
cellid_000124154-1,poa dissection
cellid_000124155-1,poa dissection
cellid_000124157-1,poa dissection
cellid_000124158-1,poa dissection
cellid_000124159-1,poa dissection
cellid_000124162-1,poa dissection
cellid_000124164-1,poa dissection
cellid_000124167-1,poa dissection
cellid_000124172-1,poa dissection
cellid_000124174-1,poa dissection
cellid_000124175-1,poa dissection
cellid_000124176-1,poa dissection
cellid_000124177-1,poa dissection
cellid_000124179-1,poa dissection
cellid_000124181-1,poa dissection
cellid_000124182-1,poa dissection
cellid_000124183-1,poa dissection
cellid_000124186-1,poa dissection
cellid_000124187-1,poa dissection
cellid_000124188-1,poa dissection
cellid_000124190-1,poa dissection
cellid_000124192-1,poa dissection
cellid_000124195-1,poa dissection
cellid_000124198-1,poa dissection
cellid_000124200-1,poa dissection
cellid_000124202-1,poa dissection
cellid_000124203-1,poa dissection
cellid_000124206-1,poa dissection
cellid_000124207-1,poa dissection
cellid_000124208-1,poa dissection
cellid_000124214-1,poa dissection
cellid_000124216-1,poa dissection
cellid_000124218-1,poa dissection
cellid_000124219-1,poa dissection
cellid_000124221-1,poa dissection
cellid_000124222-1,poa dissection
cellid_000124223-1,poa dissection
cellid_000124224-1,poa dissection
cellid_000124226-1,poa dissection
cellid_000124230-1,poa dissection
cellid_000124231-1,poa dissection
cellid_000124232-1,poa dissection
cellid_000124233-1,poa dissection
cellid_000124234-1,poa dissection
cellid_000124235-1,poa dissection
cellid_000124237-1,poa dissection
cellid_000124238-1,poa dissection
cellid_000124242-1,poa dissection
cellid_000124243-1,poa dissection
cellid_000124245-1,poa dissection
cellid_000124247-1,poa dissection
cellid_000124248-1,poa dissection
cellid_000124249-1,poa dissection
cellid_000124250-1,poa dissection
cellid_000124251-1,poa dissection
cellid_000124253-1,poa dissection
cellid_000124258-1,poa dissection
cellid_000124259-1,poa dissection
cellid_000124260-1,poa dissection
cellid_000124261-1,poa dissection
